person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
24,100000,2.0,8.0,4.0,3.0,12000,15.33,0,0.12,0.0,4
25,52000,0.0,1.0,5.0,2.0,3000,12.99,0,0.06,1.0,4
28,70000,0.0,4.0,4.0,1.0,2400,10.65,0,0.03,0.0,7
26,81360,2.0,4.0,4.0,0.0,6000,7.9,0,0.07,0.0,4
47,25000,1.0,2.0,0.0,2.0,10750,14.22,0,0.43,1.0,16
27,70000,2.0,0.0,2.0,1.0,33000,,0,0.47,0.0,7
30,31200,0.0,7.0,2.0,3.0,2400,16.49,0,0.08,1.0,6
30,50000,1.0,3.0,1.0,0.0,5000,5.99,0,0.1,0.0,7
38,35000,0.0,0.0,5.0,1.0,5600,11.11,0,0.16,0.0,17
42,82000,0.0,10.0,3.0,3.0,12000,13.24,0,0.15,1.0,13
29,39500,2.0,8.0,3.0,0.0,5000,7.74,0,0.13,0.0,8
38,36156,2.0,1.0,4.0,1.0,8500,12.21,0,0.24,0.0,16
24,44700,1.0,8.0,2.0,3.0,14400,15.37,0,0.32,1.0,4
25,80000,2.0,7.0,4.0,0.0,6000,7.9,0,0.07,0.0,3
24,30000,2.0,3.0,5.0,2.0,4500,14.72,0,0.15,1.0,4
24,52800,0.0,2.0,3.0,0.0,9000,7.9,0,0.17,0.0,2
24,24000,2.0,4.0,1.0,3.0,8500,15.7,0,0.35,0.0,2
27,65000,2.0,11.0,4.0,4.0,24000,17.74,0,0.37,1.0,6
25,45996,0.0,3.0,5.0,2.0,11500,12.53,0,0.25,1.0,3
22,160000,0.0,6.0,0.0,0.0,20000,7.49,0,0.13,0.0,3
29,54000,2.0,13.0,2.0,1.0,12000,11.99,0,0.22,0.0,8
37,155000,2.0,11.0,4.0,0.0,20000,6.54,0,0.13,0.0,15
24,85000,2.0,2.0,1.0,2.0,7500,13.99,0,0.09,1.0,4
25,77078,2.0,1.0,5.0,1.0,3425,12.18,0,0.04,0.0,4
31,80000,0.0,2.0,2.0,0.0,6000,6.03,0,0.07,0.0,10
23,36000,0.0,6.0,3.0,2.0,9000,10.78,0,0.25,1.0,4
29,45000,1.0,13.0,0.0,0.0,10000,7.88,0,0.22,0.0,10
23,48000,0.0,3.0,5.0,0.0,8000,8.49,0,0.17,0.0,2
31,150996,2.0,13.0,3.0,0.0,10000,6.91,0,0.07,0.0,8
22,56902,2.0,6.0,5.0,0.0,12000,7.14,0,0.21,0.0,4
23,25000,2.0,4.0,2.0,0.0,5000,9.32,0,0.2,0.0,2
30,33600,2.0,5.0,1.0,0.0,9000,6.91,0,0.27,0.0,6
31,68000,1.0,8.0,3.0,1.0,10000,,0,0.15,0.0,7
29,91560,2.0,8.0,5.0,0.0,22000,6.91,0,0.24,0.0,8
30,45000,0.0,1.0,1.0,0.0,6000,7.51,0,0.13,0.0,5
22,28000,0.0,3.0,1.0,1.0,3200,10.59,0,0.11,0.0,2
22,40000,0.0,6.0,1.0,0.0,4500,7.66,0,0.11,0.0,3
41,68000,0.0,0.0,1.0,2.0,15000,13.47,0,0.22,1.0,12
33,66500,2.0,1.0,1.0,0.0,9200,,0,0.14,0.0,6
24,80000,2.0,9.0,2.0,0.0,10000,,0,0.13,0.0,2
21,21600,0.0,2.0,5.0,0.0,3500,7.51,0,0.16,0.0,2
23,50000,0.0,5.0,1.0,1.0,10000,9.63,0,0.2,0.0,3
26,36000,0.0,1.0,3.0,0.0,7000,8.94,0,0.19,0.0,3
38,114000,2.0,22.0,5.0,1.0,19000,9.99,0,0.17,0.0,12
20,65000,2.0,4.0,3.0,1.0,4800,9.99,0,0.07,0.0,4
26,150000,2.0,10.0,0.0,1.0,15000,12.21,0,0.1,0.0,2
21,33388,0.0,3.0,1.0,1.0,1000,10.99,0,0.03,0.0,2
22,23000,0.0,6.0,2.0,2.0,6250,12.73,0,0.27,0.0,2
26,102552,0.0,10.0,2.0,1.0,5600,9.99,0,0.05,0.0,3
29,93000,2.0,9.0,0.0,4.0,20000,16.82,0,0.22,0.0,8
23,40000,0.0,7.0,3.0,2.0,1500,13.99,0,0.04,1.0,2
23,160000,2.0,1.0,3.0,2.0,35000,15.23,0,0.22,1.0,2
24,35000,0.0,8.0,0.0,0.0,5000,7.88,0,0.14,0.0,3
25,96000,2.0,6.0,3.0,2.0,21000,14.65,0,0.22,0.0,4
21,62500,2.0,6.0,1.0,0.0,13200,7.9,0,0.21,0.0,3
23,44000,2.0,,2.0,0.0,6000,5.42,0,0.14,0.0,4
27,90000,2.0,0.0,2.0,0.0,10000,7.14,0,0.11,0.0,10
23,112995,0.0,7.0,3.0,0.0,2500,7.37,0,0.02,0.0,3
23,97000,2.0,0.0,0.0,4.0,15000,16.4,0,0.15,1.0,3
70,132000,2.0,0.0,0.0,0.0,14000,,0,0.11,0.0,24
29,60000,0.0,0.0,1.0,2.0,6000,15.96,0,0.1,1.0,7
23,85000,2.0,3.0,1.0,1.0,15000,10.0,0,0.18,0.0,2
26,117500,0.0,0.0,3.0,0.0,13800,7.49,0,0.12,0.0,3
29,25000,1.0,5.0,3.0,2.0,10000,13.49,0,0.4,1.0,6
22,25000,1.0,1.0,2.0,2.0,2400,14.27,0,0.1,1.0,2
35,75000,2.0,2.0,0.0,2.0,20000,13.49,0,0.27,1.0,5
21,78000,0.0,3.0,5.0,2.0,9600,,0,0.12,1.0,3
23,36000,2.0,6.0,0.0,2.0,14000,12.99,0,0.39,1.0,3
47,1362000,2.0,9.0,3.0,0.0,6600,7.74,0,0.0,0.0,17
35,75000,2.0,9.0,1.0,0.0,10000,7.29,0,0.13,0.0,9
37,44000,2.0,14.0,0.0,0.0,5000,7.49,0,0.11,0.0,13
36,100000,2.0,2.0,1.0,0.0,8000,6.76,0,0.08,0.0,11
26,60000,0.0,5.0,4.0,1.0,12000,10.65,0,0.2,0.0,3
28,70000,1.0,6.0,3.0,3.0,14000,16.29,0,0.2,1.0,8
23,80000,0.0,6.0,1.0,0.0,16000,,0,0.2,0.0,2
27,100000,0.0,11.0,2.0,1.0,5000,12.42,0,0.05,0.0,8
29,60000,0.0,4.0,4.0,1.0,5500,10.74,0,0.09,0.0,6
21,65496,2.0,3.0,3.0,1.0,13250,10.37,0,0.2,0.0,4
24,28596,0.0,5.0,1.0,1.0,1500,11.46,0,0.05,0.0,4
22,39396,2.0,1.0,1.0,0.0,5000,6.62,0,0.13,0.0,4
29,66352,2.0,5.0,4.0,0.0,7000,7.88,0,0.11,0.0,5
22,50000,0.0,4.0,1.0,0.0,9350,7.49,0,0.19,0.0,3
27,68000,2.0,6.0,1.0,2.0,2000,13.8,0,0.03,0.0,5
21,25200,0.0,2.0,1.0,0.0,6000,7.49,0,0.24,0.0,3
23,73500,0.0,3.0,0.0,1.0,15000,11.89,0,0.2,0.0,3
27,58000,2.0,11.0,2.0,1.0,3250,11.86,0,0.06,0.0,8
30,54000,2.0,6.0,2.0,0.0,5375,,0,0.1,0.0,5
34,220000,2.0,13.0,5.0,2.0,11275,12.99,0,0.05,1.0,8
26,83500,2.0,0.0,2.0,0.0,6500,8.59,0,0.08,0.0,2
25,45600,0.0,6.0,5.0,2.0,5000,,0,0.11,0.0,2
30,78000,2.0,2.0,1.0,1.0,20000,11.11,0,0.26,0.0,5
31,80000,2.0,6.0,1.0,1.0,7500,12.18,0,0.09,0.0,7
22,60000,2.0,4.0,1.0,0.0,8000,7.14,0,0.13,0.0,2
23,24000,0.0,1.0,3.0,1.0,5500,10.99,0,0.23,0.0,4
26,50004,0.0,0.0,1.0,0.0,9000,6.17,0,0.18,0.0,4
37,85000,2.0,17.0,4.0,1.0,8000,11.99,0,0.09,0.0,17
23,96000,2.0,2.0,2.0,0.0,12000,7.49,0,0.13,0.0,4
25,120000,2.0,2.0,0.0,5.0,10000,20.99,0,0.08,0.0,4
25,45600,0.0,5.0,2.0,2.0,12000,13.23,0,0.26,0.0,4
26,87000,2.0,10.0,3.0,1.0,1000,11.89,0,0.01,0.0,3
27,110000,2.0,3.0,2.0,0.0,4800,7.74,0,0.04,0.0,7
35,200000,0.0,7.0,2.0,1.0,5000,,0,0.03,0.0,10
33,25000,0.0,6.0,0.0,0.0,2800,9.32,0,0.11,0.0,7
23,80400,0.0,4.0,1.0,0.0,9000,7.51,0,0.11,0.0,4
24,75000,0.0,4.0,3.0,1.0,6400,10.36,0,0.09,0.0,4
22,87000,2.0,6.0,1.0,1.0,1500,10.99,0,0.02,0.0,4
30,90000,0.0,4.0,1.0,4.0,10000,14.18,0,0.11,1.0,10
29,72500,2.0,2.0,2.0,2.0,7000,13.79,0,0.1,1.0,8
26,126000,2.0,3.0,0.0,0.0,11000,7.14,0,0.09,0.0,4
24,40000,0.0,4.0,0.0,2.0,6000,13.99,0,0.15,1.0,3
24,65000,0.0,4.0,2.0,1.0,10000,10.25,0,0.15,0.0,3
26,62000,2.0,0.0,0.0,0.0,12000,7.9,0,0.19,0.0,2
24,26400,2.0,0.0,5.0,0.0,6000,8.9,0,0.23,0.0,4
23,69600,1.0,7.0,3.0,1.0,1925,9.91,0,0.03,0.0,4
27,225000,2.0,1.0,3.0,1.0,14000,,0,0.06,0.0,7
31,200000,2.0,1.0,2.0,1.0,7800,9.63,0,0.04,0.0,5
22,82000,2.0,6.0,5.0,2.0,6000,,0,0.07,0.0,2
24,81000,0.0,6.0,2.0,0.0,5000,5.42,0,0.06,0.0,3
32,55000,0.0,4.0,4.0,2.0,8000,,0,0.15,0.0,8
21,55272,0.0,5.0,3.0,0.0,5000,5.42,0,0.09,0.0,3
33,34400,0.0,0.0,0.0,1.0,1300,9.91,0,0.04,0.0,6
26,28000,0.0,7.0,2.0,0.0,6500,7.51,0,0.23,0.0,3
24,48000,0.0,,2.0,0.0,3700,6.99,0,0.08,0.0,4
48,62000,0.0,10.0,1.0,1.0,14000,12.69,0,0.23,0.0,12
23,54000,2.0,,5.0,1.0,5000,9.99,0,0.09,0.0,3
36,180000,0.0,5.0,1.0,1.0,24000,9.99,0,0.13,0.0,15
26,50000,0.0,1.0,4.0,0.0,10000,6.91,0,0.2,0.0,2
28,99000,2.0,12.0,3.0,1.0,18000,9.76,0,0.18,0.0,7
26,30000,0.0,,3.0,2.0,2800,14.65,0,0.09,1.0,3
27,60000,2.0,6.0,0.0,0.0,10000,7.49,0,0.17,0.0,7
21,26000,1.0,5.0,1.0,0.0,6000,5.79,0,0.23,0.0,2
26,75000,0.0,3.0,1.0,0.0,20000,,0,0.27,0.0,3
25,28800,0.0,2.0,5.0,1.0,3000,12.42,0,0.1,0.0,2
24,49200,1.0,8.0,0.0,2.0,4000,13.06,0,0.08,1.0,3
23,45000,1.0,,1.0,2.0,15000,14.79,0,0.33,0.0,4
22,29553,1.0,2.0,3.0,0.0,6000,7.49,0,0.2,0.0,4
24,30996,0.0,7.0,3.0,4.0,7000,16.63,0,0.23,1.0,4
23,80000,0.0,5.0,2.0,1.0,12000,12.42,0,0.15,0.0,2
23,50000,0.0,7.0,1.0,1.0,5000,11.86,0,0.1,0.0,4
22,47540,2.0,4.0,2.0,1.0,12250,10.62,0,0.26,0.0,2
22,75000,0.0,2.0,1.0,1.0,21000,10.0,0,0.28,0.0,3
32,40000,0.0,3.0,5.0,1.0,8000,9.62,0,0.2,0.0,9
35,40000,0.0,6.0,5.0,2.0,5100,13.72,0,0.13,1.0,5
24,40944,0.0,0.0,2.0,1.0,8200,11.36,0,0.2,0.0,2
26,36000,2.0,3.0,4.0,0.0,5400,7.51,0,0.15,0.0,4
38,84000,2.0,17.0,4.0,0.0,10800,,0,0.13,0.0,15
24,135000,2.0,5.0,4.0,0.0,8800,6.03,0,0.07,0.0,2
27,63000,0.0,2.0,4.0,0.0,8000,7.51,0,0.13,0.0,6
24,52000,0.0,3.0,1.0,1.0,10000,12.42,0,0.19,0.0,2
42,80000,2.0,3.0,0.0,1.0,10000,11.49,0,0.13,0.0,14
49,105000,2.0,1.0,5.0,0.0,11000,9.32,0,0.1,0.0,13
46,74000,2.0,18.0,3.0,2.0,20000,12.68,0,0.27,1.0,16
23,20000,0.0,0.0,1.0,2.0,4100,13.49,0,0.2,0.0,4
28,150000,2.0,12.0,4.0,1.0,15000,11.89,0,0.1,0.0,9
22,48000,0.0,0.0,1.0,0.0,1000,7.29,0,0.02,0.0,2
22,70000,2.0,1.0,5.0,0.0,4500,5.42,0,0.06,0.0,2
45,70000,2.0,15.0,2.0,0.0,10000,8.59,0,0.14,0.0,12
23,113000,2.0,4.0,5.0,0.0,12000,7.66,0,0.11,0.0,4
34,65000,2.0,8.0,3.0,1.0,13750,,0,0.21,0.0,5
29,55000,2.0,9.0,4.0,0.0,5000,,0,0.09,0.0,10
23,50000,0.0,7.0,2.0,0.0,10000,,0,0.2,0.0,2
40,62400,2.0,7.0,1.0,5.0,7000,19.13,0,0.11,0.0,12
22,36000,0.0,0.0,0.0,0.0,4000,8.94,0,0.11,0.0,4
23,30000,0.0,,3.0,0.0,1000,7.49,0,0.03,0.0,3
42,57000,0.0,4.0,2.0,2.0,15000,13.43,0,0.26,1.0,12
25,125000,2.0,9.0,1.0,1.0,12000,9.91,0,0.1,0.0,3
25,46000,0.0,9.0,2.0,0.0,7000,8.49,0,0.15,0.0,3
31,20000,0.0,0.0,2.0,2.0,5000,13.8,0,0.25,0.0,5
29,58000,3.0,0.0,4.0,1.0,14000,11.83,0,0.24,0.0,8
22,65000,0.0,3.0,1.0,1.0,5000,11.49,0,0.08,0.0,3
26,105000,2.0,9.0,3.0,1.0,12000,10.99,0,0.11,0.0,2
23,25000,0.0,0.0,1.0,2.0,6400,12.84,0,0.26,0.0,3
36,120000,0.0,4.0,4.0,2.0,15000,12.99,0,0.13,1.0,15
24,67644,0.0,3.0,5.0,0.0,6000,6.99,0,0.09,0.0,3
25,225000,2.0,0.0,4.0,4.0,30000,19.91,0,0.13,1.0,2
47,165000,2.0,2.0,4.0,3.0,19800,15.65,0,0.12,0.0,16
26,90000,2.0,10.0,0.0,1.0,13000,10.59,0,0.14,0.0,3
37,75600,2.0,3.0,5.0,0.0,28000,7.49,0,0.37,0.0,15
26,68000,2.0,9.0,1.0,2.0,12000,,0,0.18,1.0,3
38,52000,1.0,3.0,0.0,3.0,8000,15.21,0,0.15,0.0,13
27,72000,2.0,5.0,2.0,0.0,11500,6.91,0,0.16,0.0,10
23,55000,2.0,7.0,5.0,0.0,3850,5.42,0,0.07,0.0,2
22,57000,0.0,0.0,5.0,2.0,1800,14.27,0,0.03,0.0,3
26,88000,0.0,10.0,0.0,1.0,12000,12.42,0,0.14,0.0,2
25,110000,2.0,9.0,1.0,2.0,8000,,0,0.07,0.0,3
38,87000,0.0,3.0,4.0,1.0,24250,,0,0.28,0.0,12
38,60000,1.0,2.0,3.0,3.0,6000,14.96,0,0.1,1.0,14
34,52000,0.0,2.0,3.0,2.0,5000,13.99,0,0.1,1.0,8
25,57000,1.0,4.0,2.0,0.0,900,8.63,0,0.02,0.0,4
25,9600,0.0,,2.0,2.0,1200,15.23,0,0.13,0.0,2
21,53000,1.0,5.0,2.0,0.0,3000,7.51,0,0.06,0.0,4
36,144000,2.0,1.0,5.0,0.0,21000,7.9,0,0.15,0.0,16
24,78386,1.0,3.0,1.0,0.0,4000,5.42,0,0.05,0.0,3
28,78000,2.0,12.0,2.0,1.0,12000,10.99,0,0.15,0.0,10
26,38400,1.0,,4.0,1.0,7000,12.69,0,0.18,0.0,2
25,50000,0.0,6.0,1.0,0.0,10000,7.49,0,0.2,0.0,3
22,27600,0.0,3.0,2.0,0.0,4000,5.42,0,0.14,0.0,4
29,66996,2.0,1.0,0.0,0.0,9000,8.94,0,0.13,0.0,7
22,88000,2.0,0.0,3.0,1.0,15000,11.83,0,0.17,0.0,4
28,41700,2.0,7.0,3.0,1.0,7750,12.21,0,0.19,0.0,9
28,26000,0.0,2.0,5.0,0.0,5000,7.9,0,0.19,0.0,6
69,24000,0.0,3.0,2.0,0.0,6000,6.62,0,0.25,0.0,23
31,48000,2.0,0.0,2.0,0.0,7800,7.51,0,0.16,0.0,10
31,26400,0.0,2.0,3.0,2.0,3250,13.48,0,0.12,0.0,8
42,66000,0.0,9.0,5.0,0.0,11200,5.79,0,0.17,0.0,12
25,126000,2.0,,5.0,0.0,6000,6.92,0,0.05,0.0,3
26,62000,2.0,2.0,0.0,1.0,12000,,0,0.19,0.0,4
21,95400,2.0,0.0,0.0,0.0,12000,5.42,0,0.13,0.0,2
35,110000,2.0,7.0,1.0,0.0,10200,5.42,0,0.09,0.0,6
26,75000,2.0,2.0,1.0,0.0,10000,7.88,0,0.13,0.0,3
29,90000,0.0,4.0,3.0,1.0,12000,10.74,0,0.13,0.0,10
23,43236,1.0,1.0,3.0,2.0,18000,12.87,0,0.42,0.0,2
24,40000,0.0,0.0,0.0,0.0,10000,8.49,0,0.25,0.0,3
23,65000,2.0,7.0,0.0,0.0,5000,7.43,0,0.08,0.0,4
29,45000,1.0,13.0,3.0,1.0,15000,11.49,0,0.33,0.0,8
29,100000,0.0,3.0,4.0,2.0,15000,12.04,0,0.15,0.0,10
34,36000,0.0,3.0,3.0,2.0,3600,13.49,0,0.1,1.0,7
24,35000,0.0,7.0,1.0,0.0,3500,6.99,0,0.1,0.0,2
36,135000,2.0,1.0,3.0,3.0,2500,14.91,0,0.02,0.0,17
22,79000,0.0,3.0,5.0,0.0,10000,7.88,0,0.13,0.0,2
29,180000,2.0,9.0,0.0,0.0,15000,5.79,0,0.08,0.0,6
23,23340,0.0,8.0,1.0,0.0,5300,7.9,0,0.23,0.0,3
28,73000,2.0,6.0,3.0,1.0,15000,11.83,0,0.21,0.0,9
22,68000,2.0,6.0,3.0,3.0,20000,16.77,0,0.29,1.0,3
31,54000,0.0,15.0,2.0,2.0,1000,,0,0.02,1.0,7
25,175000,0.0,2.0,0.0,0.0,25000,8.9,0,0.14,0.0,2
24,113000,2.0,5.0,1.0,1.0,17950,11.99,0,0.16,0.0,4
39,52000,0.0,1.0,5.0,1.0,14000,11.71,0,0.27,0.0,12
23,96000,2.0,0.0,3.0,1.0,20000,11.11,0,0.21,0.0,2
31,35000,2.0,15.0,0.0,0.0,8000,5.42,0,0.23,0.0,9
26,41000,0.0,3.0,5.0,2.0,6600,13.85,0,0.16,1.0,4
32,100000,2.0,4.0,1.0,0.0,4500,,0,0.04,0.0,5
27,37000,0.0,3.0,1.0,2.0,8000,13.49,0,0.22,1.0,10
31,78411,0.0,9.0,5.0,0.0,1400,,0,0.02,0.0,6
21,24960,2.0,0.0,0.0,2.0,2000,13.99,0,0.08,1.0,3
23,45000,1.0,0.0,3.0,2.0,8000,12.84,0,0.18,1.0,2
22,52000,0.0,1.0,2.0,0.0,5000,6.99,0,0.1,0.0,2
31,26010,2.0,2.0,0.0,1.0,6500,9.99,0,0.25,0.0,9
38,30000,0.0,2.0,0.0,2.0,2200,,0,0.07,1.0,15
23,130000,2.0,4.0,1.0,0.0,6800,8.49,0,0.05,0.0,3
38,22000,0.0,2.0,3.0,2.0,4000,12.68,0,0.18,1.0,12
23,57500,0.0,1.0,3.0,1.0,4000,8.88,0,0.07,0.0,2
30,66888,2.0,6.0,4.0,2.0,15000,12.23,0,0.22,1.0,9
23,35000,0.0,4.0,1.0,1.0,1800,10.59,0,0.05,0.0,3
24,42000,2.0,2.0,4.0,0.0,7000,8.59,0,0.17,0.0,3
23,93000,0.0,1.0,5.0,0.0,7200,6.92,0,0.08,0.0,2
25,95004,2.0,9.0,1.0,0.0,18000,7.51,0,0.19,0.0,4
35,115000,0.0,2.0,2.0,0.0,14000,,0,0.12,0.0,5
28,75000,0.0,8.0,5.0,1.0,7200,9.88,0,0.1,0.0,7
22,49500,2.0,5.0,3.0,1.0,10000,10.36,0,0.2,0.0,3
28,31000,0.0,3.0,0.0,3.0,6000,15.33,0,0.19,0.0,9
37,97000,2.0,7.0,5.0,0.0,10000,,0,0.1,0.0,15
36,108000,2.0,1.0,2.0,0.0,7000,7.74,0,0.06,0.0,14
22,62400,0.0,2.0,3.0,1.0,5000,12.69,0,0.08,0.0,3
28,150000,2.0,6.0,3.0,0.0,10000,8.07,0,0.07,0.0,8
25,135000,0.0,6.0,4.0,1.0,7200,9.91,0,0.05,0.0,3
24,44000,0.0,0.0,2.0,0.0,8500,7.51,0,0.19,0.0,4
26,51600,1.0,10.0,4.0,1.0,15000,9.88,0,0.29,0.0,3
22,20000,1.0,1.0,3.0,2.0,5000,14.72,0,0.25,0.0,3
23,35352,2.0,,1.0,0.0,6500,5.42,0,0.18,0.0,2
29,66000,2.0,10.0,5.0,1.0,7000,9.91,0,0.11,0.0,6
32,140000,2.0,5.0,4.0,1.0,20000,11.12,0,0.14,0.0,9
35,130000,2.0,3.0,5.0,2.0,9000,12.73,0,0.07,1.0,8
23,60000,2.0,7.0,3.0,1.0,2450,11.48,0,0.04,0.0,2
23,130992,2.0,6.0,2.0,0.0,6000,7.51,0,0.05,0.0,4
47,109000,1.0,15.0,3.0,0.0,16000,7.05,0,0.15,0.0,14
28,75000,2.0,2.0,2.0,1.0,20000,12.18,0,0.27,0.0,5
23,43000,2.0,3.0,5.0,0.0,9800,8.59,0,0.23,0.0,2
34,48000,2.0,5.0,3.0,1.0,3600,10.37,0,0.07,0.0,5
22,83004,2.0,6.0,1.0,0.0,24000,7.88,0,0.29,0.0,2
23,62000,0.0,7.0,3.0,3.0,5500,17.49,0,0.09,0.0,3
23,39520,0.0,8.0,0.0,0.0,11000,5.42,0,0.28,0.0,2
24,80000,0.0,5.0,3.0,1.0,10000,11.14,0,0.13,0.0,4
25,106000,2.0,3.0,5.0,0.0,12000,6.54,0,0.11,0.0,2
26,51000,2.0,3.0,4.0,0.0,10000,7.74,0,0.2,0.0,3
31,75000,2.0,8.0,1.0,3.0,16500,16.77,0,0.22,1.0,8
22,126000,2.0,6.0,1.0,1.0,24000,11.36,0,0.19,0.0,4
25,52500,2.0,4.0,5.0,0.0,9000,7.88,0,0.17,0.0,4
36,51000,2.0,4.0,1.0,1.0,4775,11.14,0,0.09,0.0,11
33,123000,0.0,5.0,1.0,1.0,12000,11.83,0,0.1,0.0,10
22,20000,1.0,3.0,1.0,0.0,7500,5.79,0,0.38,0.0,4
22,70000,2.0,6.0,2.0,1.0,2000,11.49,0,0.03,0.0,4
29,48000,2.0,13.0,2.0,0.0,4975,5.79,0,0.1,0.0,7
22,42000,0.0,4.0,1.0,1.0,10000,10.99,0,0.24,0.0,4
24,83000,2.0,6.0,4.0,0.0,10400,5.79,0,0.13,0.0,3
23,78000,2.0,1.0,1.0,1.0,16000,11.89,0,0.21,0.0,3
24,65000,2.0,8.0,1.0,0.0,3300,7.51,0,0.05,0.0,2
32,50000,0.0,2.0,2.0,1.0,8000,10.62,0,0.16,0.0,8
25,50000,0.0,2.0,1.0,0.0,12000,7.88,0,0.24,0.0,4
24,45000,2.0,3.0,3.0,2.0,15000,13.06,0,0.33,0.0,3
25,53000,2.0,4.0,1.0,0.0,6000,6.62,0,0.11,0.0,2
27,93000,0.0,11.0,0.0,0.0,4200,5.42,0,0.05,0.0,6
32,61000,2.0,3.0,0.0,0.0,2000,7.9,0,0.03,0.0,7
34,27000,0.0,3.0,2.0,1.0,2525,12.21,0,0.09,0.0,10
27,51000,0.0,3.0,3.0,0.0,1300,7.68,0,0.03,0.0,7
25,25000,1.0,3.0,1.0,0.0,3000,6.76,0,0.12,0.0,2
37,90000,2.0,11.0,5.0,1.0,22000,8.88,0,0.24,0.0,12
28,50000,2.0,0.0,2.0,0.0,9000,,0,0.18,0.0,10
42,39996,2.0,2.0,4.0,0.0,2500,5.42,0,0.06,0.0,12
25,86004,0.0,1.0,0.0,2.0,15000,12.53,0,0.17,1.0,4
23,45000,0.0,6.0,3.0,1.0,1600,10.08,0,0.04,0.0,4
24,100000,2.0,8.0,4.0,0.0,12000,6.92,0,0.12,0.0,2
22,31200,0.0,0.0,5.0,0.0,2700,6.91,0,0.09,0.0,4
31,114996,2.0,8.0,5.0,0.0,15000,6.92,0,0.13,0.0,8
25,38000,2.0,4.0,0.0,0.0,6000,5.42,0,0.16,0.0,2
31,57758,2.0,,5.0,0.0,12000,6.62,0,0.21,0.0,9
28,32004,0.0,5.0,3.0,2.0,6000,13.99,0,0.19,0.0,9
44,94128,2.0,14.0,5.0,0.0,4400,7.29,0,0.05,0.0,13
25,116000,2.0,9.0,3.0,1.0,19950,9.96,0,0.17,0.0,4
26,40000,0.0,3.0,3.0,2.0,9600,14.27,0,0.24,0.0,4
25,51000,2.0,0.0,0.0,0.0,4200,7.29,0,0.08,0.0,2
29,42000,0.0,5.0,2.0,1.0,3000,12.69,0,0.07,0.0,5
36,103000,0.0,0.0,5.0,2.0,20000,13.79,0,0.19,1.0,17
25,50400,2.0,,4.0,0.0,6000,7.14,0,0.12,0.0,4
31,85000,0.0,5.0,3.0,1.0,25000,10.75,0,0.29,0.0,7
23,60000,0.0,8.0,3.0,1.0,3600,9.99,0,0.06,0.0,3
23,75000,0.0,6.0,1.0,0.0,15000,6.54,0,0.2,0.0,3
28,125000,2.0,12.0,0.0,0.0,30000,7.51,0,0.24,0.0,5
39,41725,0.0,4.0,3.0,3.0,11500,14.09,0,0.28,1.0,13
22,56650,2.0,2.0,2.0,1.0,6500,10.65,0,0.11,0.0,2
25,39996,0.0,3.0,2.0,0.0,5000,6.92,0,0.13,0.0,3
28,60000,1.0,5.0,2.0,1.0,20000,,0,0.33,0.0,5
24,94837,0.0,8.0,4.0,1.0,9600,11.99,0,0.1,0.0,2
30,40000,0.0,5.0,2.0,0.0,3000,7.14,0,0.07,0.0,7
32,62000,0.0,5.0,2.0,2.0,15000,12.99,0,0.24,1.0,6
28,62496,0.0,4.0,1.0,0.0,12000,6.91,0,0.19,0.0,5
24,50004,0.0,9.0,3.0,2.0,5000,,0,0.1,0.0,4
42,75000,0.0,6.0,2.0,0.0,17000,7.9,0,0.23,0.0,15
23,106925,2.0,7.0,1.0,1.0,24250,12.18,0,0.23,0.0,3
25,92000,2.0,9.0,2.0,1.0,13000,11.26,0,0.14,0.0,2
30,65000,1.0,1.0,4.0,3.0,1800,16.49,0,0.03,0.0,9
22,94000,0.0,5.0,3.0,2.0,11800,13.99,0,0.13,0.0,4
26,38000,0.0,6.0,0.0,2.0,1000,15.27,0,0.03,1.0,3
24,234000,1.0,8.0,4.0,1.0,20000,8.88,0,0.09,0.0,4
27,110000,2.0,4.0,0.0,0.0,2500,8.07,0,0.02,0.0,6
33,96000,2.0,5.0,3.0,0.0,9000,7.49,0,0.09,0.0,7
30,21600,0.0,2.0,5.0,2.0,1500,14.72,0,0.07,1.0,8
40,24000,0.0,3.0,0.0,2.0,2700,14.27,0,0.11,1.0,11
22,57000,2.0,2.0,2.0,2.0,5950,13.49,0,0.1,1.0,3
29,52800,2.0,7.0,1.0,3.0,25475,16.29,0,0.48,1.0,7
25,74000,1.0,1.0,2.0,0.0,16000,8.49,0,0.22,0.0,3
24,75000,0.0,4.0,4.0,2.0,3000,,0,0.04,0.0,4
26,70000,2.0,0.0,0.0,3.0,8000,14.84,0,0.11,0.0,3
23,45000,0.0,0.0,1.0,2.0,1775,12.72,0,0.04,1.0,2
30,49000,2.0,9.0,1.0,0.0,11750,8.9,0,0.24,0.0,9
33,48000,0.0,17.0,5.0,1.0,3500,11.86,0,0.07,0.0,10
27,110000,2.0,5.0,5.0,0.0,15000,,0,0.14,0.0,10
22,50000,1.0,3.0,3.0,0.0,6000,8.94,0,0.12,0.0,4
22,40000,0.0,1.0,2.0,1.0,6000,12.69,0,0.15,0.0,4
23,54000,0.0,7.0,3.0,1.0,15550,11.71,0,0.29,0.0,4
28,55000,2.0,4.0,4.0,0.0,20000,6.62,0,0.36,0.0,10
